Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2
SC-1,0.9384859405987636,577734.9651991554,13.840646031014941,518658338280.27515,4.839537865716599e-06,21.133650924994097,3.361803659859648e-09,12.298121166832763,1080.812308705958
Piranha,1.2285820294879772,797030.8999691836,13.224152435467127,634579888070.3165,5.6096371017671165e-06,13.567298350987782,2.050089790872509e-08,8.263789538763946,989.1732772487293
RCA-1,0.8783029088030436,293059.1643158704,10.003937120065077,160398574759.6942,3.7276547763893287e-06,36.20173378205448,3.911071990022402e-09,9.401120361080508,371.2153456929226
RCA-1,0.7581709475764363,210502.70845847507,9.66941521773237,197689597908.0419,4.478610104531535e-06,17.998052043800513,9.049713125110741e-09,9.61593373361588,55.932652191511465
UV/Ozone,0.382187300669933,91462.48640558582,0.16979385453865975,89568716825.28146,1.6445264652828072e-06,50.523468538192425,1.482679834484561e-10,11.649895760558724,45.33477365239067
HF Dip,0.5055633700024741,237118.61348219815,2.296436763095258,183968812462.75354,2.958453476160468e-06,46.61057965613841,9.726483124664914e-10,10.761516750737805,164.77897278132735
Piranha,1.1761704664148114,842443.0657690322,14.329107024166252,549895827163.6494,6.854766194488804e-06,19.771468760416514,1.9551005457102848e-08,7.535568633973533,570.0699174743735
HF Dip,0.36478945417080216,157795.49186623216,2.536026615719176,279881524939.5985,3.4716917166188018e-06,31.517360704828057,1.1106916916231522e-09,12.665753421359094,135.12658782238896
SC-1,1.3227192873995215,464169.73222949007,11.174349589072882,487579108689.3242,3.6779823131916512e-06,20.144586005528435,4.6426080522077605e-09,10.593472092687815,472.1859458553296
SC-1,0.9309806712119268,246079.03468601085,8.641646161671243,522729894347.7834,5.730181949459378e-06,23.65997749403055,3.1404675090660604e-11,7.209557424981876,346.7209914683147
RCA-1,0.8984389337780583,347378.5346903043,8.596670170508688,317982772773.6447,2.9448976723948745e-06,27.472764513386828,5.083355029784203e-09,10.618813920297121,319.6472558355993
Piranha,1.6167898046150886,461043.43644572154,16.958757775483186,727490246537.02,4.675309289886172e-06,13.779052637998085,1.8467194064062175e-08,7.12147343723886,441.65415271771957
UV/Ozone,0.4198047274638241,189920.6040963658,0.5449357710547167,126154266281.85965,2.8683835219507896e-06,55.086534882628996,1.5825194231400073e-10,12.356560158266301,89.5993071162743
HF Dip,0.5373331300765747,326294.77897189657,2.270606965253851,229366018241.30765,3.570143048509102e-06,32.787125412406574,5.060792248125603e-10,11.832892233253654,165.3506589660608
Piranha,1.307593540898709,585760.9987296129,16.81107144245709,609591151801.9585,4.595686617544745e-06,17.47817129701075,2.5354934027340026e-08,9.05133771935026,522.6047719548864
Piranha,1.0700989402245398,725528.7447777924,15.294522810940357,601630106045.6384,5.532494796010533e-06,16.246705920709605,9.189178811879076e-09,7.278417748986399,690.0484755553489
SC-1,0.919472697950067,564738.6673390553,4.460174458845766,585254951324.9462,4.865899913673245e-06,13.161366098691511,1.329643098412876e-08,9.705897353062761,616.6242141649694
SC-1,1.0669410299492836,378621.69824726076,8.599600742099415,389074469525.2898,4.293273351680357e-06,16.357085707366828,1.5190505709237394e-08,9.183662019348832,817.3112083870591
Piranha,0.9667514244663036,910058.7735135749,14.517682230997206,421911183795.6506,6.353886751693051e-06,7.437825136492903,2.5778005318663565e-08,11.020600788845634,448.80493746282514
RCA-1,0.9721040265692764,273249.3335402811,7.248123677602319,355674249353.59863,3.899160216774604e-06,23.097652666878837,2.4249278246715307e-09,9.395581161089062,302.52049208425854
Piranha,1.2463308458495963,779015.3111406098,11.801855592419304,628487861942.6876,4.186103612230153e-06,22.72948133065638,2.2894532204131126e-08,6.4210603412186735,109.09623433411684
SC-1,1.106613636768711,405051.7517063524,5.071157979572582,581323386068.7932,5.878090785877804e-06,16.508182538089205,6.427840522835688e-09,10.47017973636075,747.747089293642
Piranha,1.0186515553505873,804841.3006640975,13.418899159639237,491987000301.1212,6.992395441462408e-06,20.642848709299166,1.0327132389123714e-08,8.120821167582438,184.7091013638826
HF Dip,0.7052751447403083,126030.73679356472,2.6728566938257563,85539376689.18729,3.1141551654835737e-06,49.76455517739025,1.198261113323298e-09,10.580422520859905,291.1641322145334
SC-1,1.1195973708817604,598231.902146909,6.377457863929092,472667892427.12714,4.76409214219458e-06,13.828469053493992,9.146352393780081e-09,9.90561923198761,489.2974591928994
SC-1,1.147662705712096,577799.8569492281,8.757692361463338,514067251534.90393,5.013943959148833e-06,18.280467236187175,9.142899429928442e-09,9.339565317939496,539.7763102899273
Piranha,1.0688398993586206,534268.3962510313,15.781904734160708,436597070406.51086,6.641985157743919e-06,14.61616281036855,1.4621558698447716e-08,9.664617722928696,849.3482653680255
RCA-1,0.8864701456083764,384134.6442876252,9.272069592815358,282591617809.5716,3.0259676495780595e-06,24.82975324444935,5.603154190548508e-09,9.292291246413207,460.6374010066298
RCA-1,0.6398042845304618,359400.84907071566,7.2305052903718945,240302173982.88733,4.026849642263433e-06,29.00742947877039,2.9277744856099826e-09,9.995572049978074,110.02000042647839
RCA-1,0.9087608171935954,208096.32857815726,7.216270405269554,315109504004.8552,5.5924420880636065e-06,38.47677253874052,4.763923318091106e-09,10.46441486188737,162.43771713833382
Piranha,1.7130733562467921,818237.0703311206,10.508639528261748,421651703679.2816,5.866006347670348e-06,7.161538579067385,2.636420749043469e-08,8.949557537166369,962.1611861492074
UV/Ozone,0.24433454911348515,51352.145585276885,0.5719321356898837,114428610605.13864,1.0938406184101274e-06,46.184354627970635,1.6194540373182218e-10,12.031782890247877,55.38500512031992
Piranha,1.531242227253553,552210.4307205734,7.631365559834451,542782209772.5283,5.593788850583991e-06,15.095105671260136,2.9289816626283334e-08,6.848121282634832,825.966582767365
SC-1,0.8116790232853589,481592.77605857706,9.453816667116751,464620481920.8211,5.103931105785539e-06,17.755097353008377,1.5776331923576547e-08,10.370400142230112,115.52277743470091
SC-1,1.0516153020842536,462158.99692098564,10.721348349289297,605714630239.5833,5.4135259609530705e-06,20.57498359163504,1.5379574130409112e-08,9.150048179278704,580.9548591605105
UV/Ozone,0.46967342719254856,60762.415420913945,0.30122716792540494,110081086802.19435,3.042837662321385e-06,67.13061732391564,4.654275259370182e-11,11.725969946565789,29.994533120448207
SC-1,0.8753823203714555,532803.7943157849,11.377356992109164,561739235569.997,4.190380082175622e-06,30.091687928818494,7.75970197041151e-09,10.17747434366073,387.51167375187015
SC-1,0.8878226531247739,354691.5501517025,11.573394640843938,488113385745.82336,3.4278788231425283e-06,24.6412681439827,1.0701782744026482e-08,9.803653853477536,254.75107625165796
Piranha,0.7423198330550538,790473.3863329167,16.025688311953985,464660901625.3765,5.527485954527551e-06,20.2882930907384,1.7085127667713943e-08,8.322658951375914,545.3297368276753
UV/Ozone,0.20141829021740365,112548.50787187224,0.6208538159916304,84425149858.17189,1.3753421186379643e-06,47.28666514127624,9.28873482333311e-11,11.753342859379377,80.81390554940002
Piranha,1.3944253139758658,717010.9791004797,16.00398196052114,267966668971.47473,7.059861658886807e-06,19.540627502433466,2.0545463930840463e-08,7.685213237315968,534.6429903541931
UV/Ozone,0.3980001796064225,65413.87317380804,0.4687839171288261,98939830653.27136,9.488247122597276e-07,41.41519211075732,1.5550860164256336e-10,11.872713112876482,42.75122804076718
RCA-1,0.6094154088277539,328505.5260442949,7.503243049965742,221027302298.6958,3.322157499213777e-06,29.90397155347628,6.0078591799419386e-09,10.030739828840034,182.19539392172507
Piranha,1.308874819217684,699285.8785857827,12.533148937106626,541685357327.67664,6.326903686583075e-06,25.66878461388293,3.9267383771092364e-08,7.597293998492857,386.77397000394535
SC-1,0.9562781428137471,531742.5212922082,6.854593732888906,471522911688.9839,4.6841268425888695e-06,17.70481055635426,8.209924556814523e-09,7.548914545888548,429.63253589916184
SC-1,1.257871560944172,457063.7636915808,15.003067537744116,493916352756.26654,5.787298069964484e-06,18.453320496907455,2.206811854601318e-09,8.488898650996163,636.7532072734452
Piranha,1.2623021600215132,1003184.9805887472,10.818285610385932,613317372441.8787,7.057313384246831e-06,10.840420226448593,1.2179562870292068e-08,6.754157295504421,725.9382587941869
Piranha,1.336025594212641,755480.9577613528,12.519417558691169,387830642342.12,5.611943272050953e-06,14.788341869414179,1.649982298592636e-08,7.572504859417584,775.3767822349798
RCA-1,0.5698783410954623,417186.1616886084,4.834344438986703,402707195698.6381,4.832388201112636e-06,36.38427026681388,8.606896481256265e-09,11.137559377400516,286.513247266095
UV/Ozone,0.12227044268722764,173850.89515972833,0.1905278052573069,61044928329.159805,9.53663212958746e-07,44.94818214570357,1.6617215182710458e-10,11.135120102024434,34.76208846909676
UV/Ozone,0.3947846754375106,104932.3181643971,0.19786716503105928,128670809519.98743,2.5017271990057884e-06,49.39009168591593,1.1535825673284646e-10,12.911196255647601,31.837467559515332
RCA-1,1.0742023012280024,318680.1381494433,6.751873683365346,256723305916.0526,5.0926799707473985e-06,43.01512698519194,7.97586322392353e-09,10.358718664339348,520.1286021095989
Piranha,0.9232269560320661,792755.0633918899,9.655672460049335,575299244320.2601,6.5323247958229784e-06,14.16120643207242,1.1286963546525298e-08,8.3669634199347,311.87000508449745
RCA-1,0.8816533339850506,283298.6558439757,11.28595051359532,230748931800.89215,3.3926967694816638e-06,35.69086670791143,5.938943018001767e-09,8.347194977114258,365.5529737033766
UV/Ozone,0.3102313254684907,103594.29861683887,0.8126338441463248,98263840089.53249,1.7846402321910695e-06,43.80584707097934,1.2329733882602603e-10,12.10535890308861,51.22850100697761
HF Dip,0.42926284330616754,284231.4107614757,2.4596131874726392,273046148698.1329,3.6331405670944186e-06,26.870572636112204,1.290142660478194e-09,11.048632857847563,179.62135037042762
HF Dip,0.5168605440238512,148694.9142268473,1.9938725123358294,185982666078.42892,2.8313101927845444e-06,48.255346917413334,7.381248477923921e-10,10.444821331977838,170.03628375199253
UV/Ozone,0.36389125860178384,23764.56731832477,0.6062316373465948,188370209758.86835,2.243085681426673e-06,59.07869545200441,9.645990390938753e-11,12.861001803072556,107.47424953760586
HF Dip,0.5170394309714368,186838.96275214336,0.7170134587985848,255120533519.3144,2.715162619715466e-06,49.495357385851534,6.234350603446047e-10,11.149692815110274,132.14506249763102
UV/Ozone,0.17602143186943553,134625.35268466524,0.3452473307142323,61738712039.33211,1.9611801291734005e-06,55.75670312244254,1.275516995758236e-10,12.300146693039082,83.28674789834751
HF Dip,0.7535870494445582,226398.83999872283,1.8325573554442296,219750920999.72052,2.912465788916519e-06,44.95412049571183,1.3663978641835004e-09,11.304792681964104,199.334728424442
SC-1,0.8838933869606327,367878.58478237106,11.950753603420514,485278902362.0694,5.083341447234318e-06,13.737034158302135,1.146124851746544e-08,9.403403461338709,24.92249266032178
UV/Ozone,0.2333806758246159,77561.7427100279,0.9503737318515093,61817318452.46518,1.8775960054386435e-06,46.69014711418673,7.298453156374679e-11,11.678552395738608,44.003961683203784
UV/Ozone,0.2031098116001806,131768.16751297997,0.3979656174457707,66711773689.98518,2.33619397989139e-06,40.2102002233675,1.4258838823943919e-11,11.346399483387529,35.58436271198507
SC-1,1.2331783624379176,498223.0948145275,7.266614720645945,573786906227.9878,4.948346405684253e-06,22.18572572213965,1.0417227114089863e-08,11.036164290558997,337.8276545411809
RCA-1,0.6581747082984022,266490.6043899938,6.429357162492647,126835886200.49847,4.915664952081914e-06,22.395985629898867,6.52824642984909e-09,11.055591816351463,281.95129880310293
HF Dip,0.48485806652385227,256677.7795377317,3.1242485922816687,179988415951.9104,3.7784556835974977e-06,41.175349191246724,8.932214816369933e-10,10.84178352044722,155.64753882043215
UV/Ozone,0.20700762815828194,164923.08860908626,0.36398870726158117,80157373580.4827,2.8456157042421207e-06,48.827161360796985,9.719252145234616e-11,12.44754040144225,54.67093363381113
Piranha,1.5774102001404082,708690.1216930371,11.868469497879714,611989355497.811,3.997930876972897e-06,9.912360958197727,2.2879183963825733e-08,8.837429352065651,512.597979120541
Piranha,0.8946477790427352,581003.9422729246,16.329012707076046,667108248776.08,8.214128706166658e-06,14.125566036317082,3.106221056481717e-08,8.010803808266926,695.6585184973983
RCA-1,0.7944640217935571,398725.1640061498,8.062187863681157,247630316977.7495,4.789143293579301e-06,29.6355407981978,7.4065642189587e-09,9.40331013704357,255.32315820194478
RCA-1,0.6526647046107048,173875.28303313814,11.15317143150971,309136524116.6958,3.826392338095707e-06,41.5413025417118,4.300283036219547e-09,10.414020905461983,361.6198752997658
UV/Ozone,0.11798746527657705,13361.078409930866,0.2854388915827175,180016976915.85995,1.8590725484029902e-06,48.1129210761428,2.8762789540098017e-11,12.179333968525887,46.1959277269069
RCA-1,0.7951569150106549,242777.76639762957,7.282141677993467,257335541941.22043,4.158643227094783e-06,21.374956253657807,4.1455566377670076e-09,10.60503290914462,219.00935414378483
UV/Ozone,0.36448427960759655,120233.59254170133,0.49574340142895795,21906627975.734024,1.917144727661744e-06,59.22355087056104,5.972554268140144e-11,12.908829344946236,74.79738405270925
RCA-1,1.0277776538585968,187836.6180096338,8.301181242395483,438529890999.1294,4.137655908444667e-06,32.24025082235747,4.0706347175671505e-09,8.499147600441844,291.7624632794678
RCA-1,0.8536095614629949,288342.10813368764,8.712155689622682,181212165885.26276,3.721054788748384e-06,25.350699771221926,6.91057372229896e-09,9.179226624506839,342.3393797541901
Piranha,1.092587980786539,902863.3758882324,6.319491397028342,570122502045.7605,5.315991208873346e-06,11.234015263660782,2.8201579857876456e-08,8.49560518749816,978.7236475759189
SC-1,0.9067676801852995,443273.48608024896,8.749683723691126,518280222080.5423,4.1605826414465935e-06,28.317105738189603,5.817719993999896e-10,9.039070507184015,470.24303100962516
Piranha,1.110956107637806,714652.2812504664,12.526000973087788,654257120171.7896,5.613143898238196e-06,16.192521518349256,2.8942965958909875e-08,6.182604058106686,456.2152768003384
RCA-1,0.5735814277291733,403205.0823170395,9.290576795607384,210692388653.6279,4.167224390790932e-06,35.52702775608942,6.0355361751229646e-09,10.740596088610225,281.6569634794099
HF Dip,0.5707194307081073,161304.88170080987,2.006575016906216,197751440186.279,2.8538315152071345e-06,46.155830916115654,1.1549053903709666e-09,10.64702151875011,322.61611437519787
SC-1,1.521001087714151,483246.2930244592,9.732951025682523,529623871584.45245,3.4542546470202365e-06,16.782797861103983,7.1885444683858695e-09,8.398273067381393,160.44570893513185
SC-1,0.9945236444726059,522118.38039360504,12.706798225749736,617283334223.8672,4.7511497455886825e-06,25.33987790989096,4.109559129250771e-09,9.347820120333502,254.2584008599531
Piranha,1.2462626636231955,708692.1956826709,11.276142293223938,638857692444.5215,6.564053255991574e-06,13.982695154953259,1.301467193777917e-08,8.308075327637436,644.2178704915563
SC-1,0.8651755643145316,733460.7193575287,8.281043069597345,506257377531.6281,7.478883406617388e-06,23.03433286282597,1.1073821084978205e-08,9.680583341636387,554.5599700197603
Piranha,1.1428737712856054,782784.36406952,16.749166830170612,651728016832.1326,7.394711533968298e-06,15.738197015177661,9.582828043474066e-09,6.658453751224756,197.0701322942462
Piranha,1.4767360578265598,761156.9320547495,6.014559663250754,762109449025.7988,5.950994730461357e-06,13.715248040293229,1.9390675278151452e-08,8.394878232370479,787.1016409676408
UV/Ozone,0.43700382816342853,52720.570499994756,0.4209446178028511,158834298563.64804,7.496747969901371e-07,52.0647176075273,9.904810258512254e-11,12.021364488182522,11.95251021737829
SC-1,1.1634651829949694,607981.9620219653,3.4513979273373483,528831015196.1836,4.621263552776887e-06,26.414906054145785,1.0231761355692855e-08,8.244757358443536,527.8323945831269
RCA-1,0.8114950765777394,322367.7986279943,10.03086562416631,180275291697.24045,4.774094260045707e-06,29.4163389668817,1.5325544530941971e-09,9.496566144755123,323.89717585867584
UV/Ozone,0.4003526899660566,52384.90017212261,0.43670485958244404,82387128782.08543,5.674970880540726e-07,44.9188074480272,1.6677898515350362e-10,13.053683594860253,40.91020279964999
UV/Ozone,0.13491299810097732,167887.95823982084,0.6509522673377628,99103632355.06056,2.0058665090112724e-06,43.1156626478354,1.8987250835033318e-10,12.456887253935392,30.834122992150277
RCA-1,0.8668318043884133,370122.5537318657,7.842298584853141,333931093692.01624,3.837811345020282e-06,40.483304710950755,8.64081787626283e-09,10.338913153135229,281.34003210483235
SC-1,0.9017204316750684,631470.9427977349,12.041610187085276,477980433612.1194,2.8088627901048104e-06,29.637521576813022,1.5958532034159165e-08,7.640841496654788,526.6952518742669
RCA-1,0.8140259376749346,359139.93975922844,9.521581941230783,182963441039.2658,4.362218758576182e-06,21.92418890845611,7.942399626128585e-09,9.250851165925194,86.81111561804516
UV/Ozone,0.257763498478496,144878.81958697407,0.5501348444415134,47692547132.91713,3.3787337223607866e-06,45.10586465377481,8.721094762872074e-11,11.365938800334543,31.9354422164639
UV/Ozone,0.4070158609704065,166195.77499350772,0.12083678652831059,82268376371.82639,2.9572907356854872e-06,55.63706568324045,1.6144277254923318e-10,11.463968971259238,58.69521775089987
SC-1,0.8640043334060982,527975.8470636029,13.101673850284218,420842625375.3695,7.014834424299486e-06,14.2470820288078,9.070624295119565e-09,9.26746906984597,166.9777209524695
RCA-1,0.7718362745642645,375305.1081066762,8.114341340927865,416031685029.96954,4.05225274644881e-06,28.109334286860168,1.871242291660836e-09,9.61910429447642,287.6040470204433
Piranha,1.409256107410751,735170.473243842,8.274531362717628,788059288479.4192,7.393860881573947e-06,11.732954808025822,1.5690741728206955e-08,7.239948765092994,746.4098446084112
UV/Ozone,0.3678088567865574,82576.50782792877,0.5443785475767797,85776310193.45953,2.4449938512568896e-06,53.47663442845496,2.7877176360743672e-11,12.651015768465166,21.312360416722
UV/Ozone,0.15506985362647827,86382.6017048842,0.5250765860118197,74812820637.92534,2.0137372303828623e-06,29.020907529770902,1.4753064645233113e-10,11.832714486188506,74.91515102275055
RCA-1,0.9229321707812583,408415.56553921127,8.340483225541385,273897658606.81375,4.583805019842208e-06,25.355463220691373,4.884939909469325e-09,10.120664775550912,168.29276656301977
Piranha,1.5215407598787167,793307.9925905903,11.970413611831189,754536724040.0183,5.175562271967314e-06,13.377127270333695,2.600549861937014e-08,8.91810936075315,367.3234747024891
SC-1,0.6658286014961099,663212.1523196973,7.433626775414153,403069650703.3159,6.272833348902563e-06,20.566071189384182,7.869670675900817e-09,9.308277922246443,199.498191222309
UV/Ozone,0.4731284712777361,117965.24127405591,0.6753165890278975,98588035832.23576,1.481298777633098e-06,63.49530629768004,5.600946349225521e-11,13.107409737174656,39.39390861519217
Piranha,1.215870920958285,518876.35184261063,14.992218424000828,522323885049.5092,5.536332704255421e-06,12.35190794522723,2.0659276685633753e-08,7.919623516930795,640.7939125003661
SC-1,1.3476805660799769,432914.05621318216,12.500058320525161,541726550170.58234,3.904826302486422e-06,17.659491153592608,3.845906242128686e-09,8.653360603206824,483.6135732301198
SC-1,1.0656406267537077,553108.7217203595,9.489002877560802,444781249054.85,4.0458959218394135e-06,16.954621729821177,1.3742796141600666e-08,8.589366756682473,411.0470819308813
Piranha,1.1594974907606528,777182.1127017736,7.872526964076682,496164061429.56366,7.288565209303033e-06,17.36490734131486,1.390129675306945e-08,10.331018570856191,757.408016364694
HF Dip,0.5475019598498071,200553.64877079055,2.3937445344291297,183551747583.57245,4.221486673500892e-06,33.153784936655626,1.9156850648317534e-09,10.998560132380879,153.0781981384415
HF Dip,0.3192890914832093,212300.0346940452,3.024357920225839,150494470449.9327,2.3711051601115133e-06,33.36803102208625,1.2419506810503886e-09,11.005303990436474,158.02372692608975
Piranha,1.0225914288172628,709410.6229116739,28.116957103048495,376957777624.791,7.463943037608254e-06,10.427577664118743,2.0365772940774972e-08,10.68656762280533,242.0644926308653
Piranha,0.8066781283352347,679401.9786523001,10.112182036732246,532836463836.3943,7.11936231321331e-06,21.835757965989615,2.0646791444313577e-08,7.758471427725136,384.4775398146413
HF Dip,0.5105401791913049,190707.2714002863,1.8711246230303726,187534144386.21414,2.5951595875066115e-06,36.38679286593805,7.028942409276058e-10,11.186273762191618,155.56470806684771
RCA-1,1.0218771550856656,434643.45096126816,10.42214915113526,335183684928.9434,4.163352869059512e-06,20.540363336347585,6.431975970316148e-09,10.933917742871419,182.26251605951853
HF Dip,0.6196277477565149,194742.32078203058,2.026661737263458,234525406638.3838,4.289331214537433e-06,26.69791848866285,1.0701645715000085e-09,10.607850412935333,265.45296182324955
Piranha,1.1591842873926639,644759.0424278656,6.663435361637595,661854265384.7081,5.412065610515508e-06,16.213135035478803,3.4717978374760536e-08,5.751638792913358,582.9728274215221
SC-1,1.0114454028814335,587314.786515444,12.593445368789762,449356657903.8856,5.898568318104053e-06,22.70372788747128,1.489863264861869e-08,9.472097889936618,576.7926446892919
HF Dip,0.5248434527503574,245299.22462600103,2.6797101297162644,241764322683.19254,3.4093208331294137e-06,39.92150089248556,1.537904158785438e-09,10.417955320519233,117.36225461134666
SC-1,0.7338392227295767,569449.7092011201,5.9898081455901755,557645637757.013,4.131900141898334e-06,27.634081247651086,1.2578470536834192e-09,7.720267681100024,520.3706397986805
SC-1,0.9412334829812564,414081.65027471684,13.43828221004667,464856417694.7748,5.845788919270651e-06,20.09897883690341,6.462934745941448e-09,8.876985267693206,38.89981856524622
UV/Ozone,0.19109201101133272,83963.5840384527,0.2379921518752482,58972871098.01022,2.1083545625640517e-06,67.51443980932825,8.263820631394552e-11,11.409569145705854,86.005524224899
RCA-1,0.7375393270948553,283150.03563593316,13.223600048600334,234632310737.9721,4.183754763538484e-06,31.082291073118753,9.030618936560092e-09,9.21312416692061,294.024018007185
SC-1,0.8580028794646634,654508.0912063669,12.072389182569529,686737489587.114,3.950628776787919e-06,28.094133518110816,6.959428763245602e-09,9.756112790693436,696.7507767777913
UV/Ozone,0.2460300792935221,61643.62064413204,0.15592890412721638,162943880824.7959,1.7522227453877697e-06,47.52052721459382,2.027359915399009e-11,12.217585549888229,42.98997143863736
HF Dip,0.5799088572444846,181232.03793611884,2.424053183721338,238028379757.1945,1.9391219418494737e-06,43.15619040670444,2.3168183077259233e-10,10.806051279285521,190.63403141385393
UV/Ozone,0.36457929762592006,105029.89737400743,0.5899832142803468,94757959191.62373,1.8931201259126964e-06,46.72094750693062,1.7101063524476512e-10,11.202986073785887,9.345183924729191
SC-1,0.6456960558819131,772357.3491234842,6.652524631482462,477224554998.6138,6.33171298525629e-06,17.53927089533878,1.6795230370008495e-08,10.084772659529827,503.12320420398726
HF Dip,0.6815497083834305,174821.30684046558,1.6762486360398228,168205415953.1243,3.0301971111808386e-06,41.214161172863946,1.3304901378088013e-09,11.240760459034927,120.91790007116143
SC-1,1.3511664005236357,359569.88360348024,10.754564332729654,390755951245.32983,6.260660385700413e-06,11.146835957619274,1.5139394599599814e-08,7.957897156774756,523.7955916731624
SC-1,1.076650410909631,521423.0744273881,11.729720637734014,314524263867.6587,4.149999792149604e-06,20.304721987372314,1.2177888806137603e-08,7.783219975018175,184.6635526475614
HF Dip,0.645786614464646,20840.285652775347,1.596038591225107,274954331395.56396,2.1484000895048696e-06,50.2775690890318,7.682252662563817e-10,10.979695879259545,235.09966606562878
Piranha,1.6477260485163083,667753.9086017744,8.2087144152386,642693403355.7628,6.8686694952524615e-06,11.489880819363936,2.441373685488468e-08,4.740019357399506,353.2916480001081
Piranha,1.4360810987014951,846488.1645524519,10.356523871279403,494067714987.9635,5.345245812575626e-06,16.547200567157365,1.2617052352696436e-08,8.800435173311326,532.1847174888846
Piranha,1.44004264662034,759367.7411747583,12.451159292700446,456233936570.62726,5.107881842145176e-06,15.463103470685583,2.2543032387601796e-08,7.816443328373595,307.3782249723211
SC-1,0.9337281091898507,541436.0668280806,11.09567535851927,489664461412.5362,5.138049039724063e-06,23.632749429997194,8.56785947514815e-09,8.966580138628538,262.0889949512317
UV/Ozone,0.3285738405009816,44154.84364439266,0.22432873400084208,6163593983.869232,3.063354581126983e-06,51.07593215962132,7.263408718454505e-12,11.995454468481986,45.22187477793962
Piranha,0.8557066330924745,781845.0053526843,7.4976915764630885,528736350138.4504,5.9702648969627935e-06,21.94183783321203,1.3316393301425882e-08,7.187863106507872,994.219674046811
UV/Ozone,0.2526855311466874,96994.00020762219,1.0727878028287217,137819178858.0592,2.5517682701318696e-06,50.712796901225914,7.410815004498714e-11,12.67069456922242,11.145496302744753
UV/Ozone,0.15191105962574838,69441.78856520861,0.805016844633815,90864339960.98427,1.714039333965474e-06,49.660063004930876,8.879286161642224e-11,11.922010672163205,17.91087648633946
HF Dip,0.5767668865233891,201742.56678427442,2.411248095217834,269082089858.88608,4.2172548806437595e-06,19.19045149566024,1.0015260359966225e-09,10.36676473508842,138.8063411102743
HF Dip,0.4338884587918024,98167.62908434792,2.051048576735077,136633749904.17415,3.0879723989670753e-06,28.334596934460407,1.598513165458389e-09,12.20482900546713,123.8201990023746
HF Dip,0.4637337829358765,218365.55598930203,2.33405337433878,206333380941.93958,2.6822403202957916e-06,39.31691650539681,5.919829629693145e-10,11.061793384993106,144.9439120156578
Piranha,0.9948838752488729,739155.1452763885,9.855154673831027,620613093552.526,6.111341151718394e-06,17.01971713454052,1.09244735896971e-08,7.519572997562946,682.0359265685752
HF Dip,0.6586662632164458,126885.74367742152,2.4008452757361645,141875825108.72842,3.689602699816211e-06,36.942431203022444,1.2229116339886867e-09,12.084180629755998,13.706385861334468
SC-1,1.0293717160741764,471026.8558237421,15.530976185765226,419784527189.48773,5.29026030163976e-06,21.872536453092167,1.3875782935645165e-08,8.61513037390795,554.4001686726886
Piranha,1.2901152030496166,665111.638082459,16.63832452252695,573881455623.0463,6.248066577449189e-06,19.69167696982095,2.0920004177665815e-08,9.824207643441163,616.2950039729366
Piranha,1.5014508256896146,676116.4180527589,8.36405157711259,557290825242.8395,7.323153523199776e-06,19.900964232465352,2.6523065349988173e-08,8.652985072017469,467.5509115192191
SC-1,1.0417290441526632,363574.4651104716,5.4077470807208465,374011039817.3041,4.419578253510163e-06,18.97616331268271,8.40711140633976e-09,7.879470200324084,388.1407247549062
Piranha,1.1989315410792403,780817.3778830881,7.925730017706945,621748112551.3425,7.676909182702988e-06,14.382167586273946,2.7398546066658717e-08,9.772479819031956,375.3717533441933
HF Dip,0.6113740428288372,157568.18569539295,1.8828105291245492,156758794259.38696,1.8183549250995303e-06,40.91422160170446,6.542752200515271e-10,10.460214782270295,123.92153094329923
SC-1,1.1169775857538844,426679.81374831864,17.800728055177814,449314875699.89325,4.346847590333228e-06,21.48498807432611,1.2456518237215622e-08,9.194240427205955,484.485056528161
HF Dip,0.42160747973528445,202216.31683742366,1.9742757875378123,262802461231.75735,4.0091848063334276e-06,28.33693937319349,9.384710845250198e-10,10.134641962925642,86.3393823682768
RCA-1,0.6469285345393979,434805.3769763377,8.468464847810388,240606352278.41183,3.1910217398289435e-06,27.977827569323203,2.287854524070677e-09,10.758933281122193,301.54910081323294
HF Dip,0.5681391150761027,300959.6120604294,1.7418567271222853,187648710657.18936,2.5284327980771024e-06,35.65380644734862,7.110782394865891e-10,10.49646395693383,6.869487299502509
Piranha,0.9145728856728546,640941.9781510496,10.260152426875177,637654956233.3804,4.407403151393538e-06,18.642479540483208,7.523083197804822e-09,9.22134482671505,706.668639880216
RCA-1,0.892785804599552,344689.23648430576,8.354843976855353,234439930680.3549,3.862636761732613e-06,33.27871142093553,3.612164890372788e-10,9.113918982251546,299.4787461755592
UV/Ozone,0.3163832628093881,75308.74138047593,0.4998855279984075,37240541269.09743,1.589430719052594e-06,34.460393182063434,5.7101293708815764e-11,12.963110905287513,20.343547731196846
HF Dip,0.3765660246157343,211991.56977681405,2.3285894173047246,241428693260.10318,3.575370974718586e-06,23.745529510250517,4.2273855537311295e-10,10.724826120042612,212.70615334391562
